,Tax,lpxC RepID,murA RepID,score,prob,full_id
4979,Spirosoma sp. KCTC 42546 TaxID=2520506,A0A514ZT88_9BACT,A0A514ZTD5_9BACT,0.11507202508801129,0.02548071191012759,UniRef100_A0A514ZTD5/1-435_UniRef100_A0A514ZT88/4-309
4980,Flavihumibacter sp. SB-02 TaxID=2676868,A0A6I6GA51_9BACT,A0A6I6GAH1_9BACT,0.11487723019672558,0.025392928719822246,UniRef100_A0A6I6GAH1/1-433_UniRef100_A0A6I6GA51/9-312
4981,Megasphaera sp. NM10 TaxID=1273103,S7J6R8_9FIRM,S7JA45_9FIRM,0.11482229712419212,0.025368235828791986,UniRef100_S7JA45/1-417_UniRef100_S7J6R8/6-276
4982,Parvibium lacunae TaxID=1888893,A0A368L2D7_9BURK,A0A368L569_9BURK,0.1148089307534974,0.02536223167279667,UniRef100_A0A368L569/1-416_UniRef100_A0A368L2D7/2-298
4983,Dialister micraerophilus DSM 19965 TaxID=888062,F2BWL7_9FIRM,F2BVD0_9FIRM,0.11475864430394722,0.025339657580558433,UniRef100_F2BVD0/5-419_UniRef100_F2BWL7/7-280
4984,Muribaculaceae bacterium Isolate-110 (HZI) TaxID=2486473,A0A3N2NBX9_9BACT,A0A3N2N4N8_9BACT,0.11475307341606822,0.025337158163331663,UniRef100_A0A3N2N4N8/1-434_UniRef100_A0A3N2NBX9/2-306
4985,Cetia pacifica TaxID=1424653,A0A3N1YMX5_9PROT,A0A3N1YQ53_9PROT,0.11469450348522514,0.025310897372054726,UniRef100_A0A3N1YQ53/5-415_UniRef100_A0A3N1YMX5/2-285
4986,Ferruginibacter sp. BO-59 TaxID=2294116,A0A3M9N9P3_9BACT,A0A3M9NEF8_9BACT,0.11463960231048986,0.02528630971335617,UniRef100_A0A3M9NEF8/1-433_UniRef100_A0A3M9N9P3/13-316
4987,Bacteroidales bacterium CF TaxID=1400053,U5Q4H8_9BACT,U5Q9L9_9BACT,0.11463248466316145,0.025283124048686743,UniRef100_U5Q9L9/1-440_UniRef100_U5Q4H8/2-298
4988,Algoriphagus ratkowskyi TaxID=57028,A0A2W7QV42_9BACT,A0A2W7RP52_9BACT,0.11458181093621533,0.025260457098561867,UniRef100_A0A2W7RP52/1-434_UniRef100_A0A2W7QV42/4-306
4989,Marinilabilia sp. WTE TaxID=2162893,A0A2U2B822_9BACT,A0A2U2BDW4_9BACT,0.1145546530460706,0.02524831859799115,UniRef100_A0A2U2BDW4/1-434_UniRef100_A0A2U2B822/4-309
4990,Synechococcus sp. MED-G68 TaxID=2267259,A0A4V8DGF8_9SYNE,A0A4V8DDG6_9SYNE,0.11451447347644717,0.025230372124651575,UniRef100_A0A4V8DDG6/16-429_UniRef100_A0A4V8DGF8/13-279
4991,candidate division NC10 bacterium TaxID=2072417,A0A7C2EU60_9BACT,A0A7C2EBJ3_9BACT,0.11449873269884847,0.025223345368427116,UniRef100_A0A7C2EBJ3/1-416_UniRef100_A0A7C2EU60/49-323
4992,Cyanothece sp. (strain PCC 7425 / ATCC 29141) TaxID=395961,B8HK58_CYAP4,B8HYB2_CYAP4,0.1144765226636082,0.025213434502368508,UniRef100_B8HYB2/28-440_UniRef100_B8HK58/22-290
4993,Synergistetes bacterium HGW-Synergistetes-1 TaxID=2013842,A0A2N1QUJ7_9BACT,A0A2N1QWB4_9BACT,0.11440245823177975,0.025180416550595976,UniRef100_A0A2N1QWB4/2-413_UniRef100_A0A2N1QUJ7/4-269
4994,Draconibacterium sp. TaxID=1965318,A0A2G6R9M3_9BACT,A0A2G6R849_9BACT,0.11432509194128215,0.025145979291729636,UniRef100_A0A2G6R849/1-433_UniRef100_A0A2G6R9M3/4-305
4995,candidate division WOR-1 bacterium RIFCSPHIGHO2_01_FULL_53_15 TaxID=1802564,A0A1F4Q134_9BACT,A0A1F4Q4E4_9BACT,0.11429063405375928,0.025130658704595923,UniRef100_A0A1F4Q4E4/1-417_UniRef100_A0A1F4Q134/2-253
4996,Cytophagia bacterium TaxID=2026730,A0A2E5GV37_9BACT,A0A2E0GX27_9BACT,0.11425061424961314,0.02511287855555515,UniRef100_A0A2E0GX27/1-434_UniRef100_A0A2E5GV37/5-306
4997,Prochlorococcus sp. MIT 0701 TaxID=1499502,A0A0A2CLQ2_9PROC,A0A0A2CTH3_9PROC,0.1141778049277491,0.02508056735203659,UniRef100_A0A0A2CTH3/16-429_UniRef100_A0A0A2CLQ2/13-278
4998,Prochlorococcus marinus str. MIT 1323 TaxID=1801625,A0A162BUK8_PROMR,A0A162BTT5_PROMR,0.1141778049277491,0.02508056735203659,UniRef100_A0A162BTT5/16-429_UniRef100_A0A162BUK8/13-278
4999,Lacinutrix sp. (strain 5H-3-7-4) TaxID=983544,F6GHS5_LACS5,F6GG77_LACS5,0.1141264285397483,0.025057796164404688,UniRef100_F6GG77/1-435_UniRef100_F6GHS5/9-312
5000,Bacteroidia bacterium TaxID=2044936,A0A5C7QME2_9BACT,A0A6I7QJ03_9BACT,0.1140635545598343,0.02502996107362486,UniRef100_A0A6I7QJ03/1-434_UniRef100_A0A5C7QME2/3-296
5001,Synechococcus sp. NIES-970 TaxID=1827144,A0A1Q2TW55_9SYNE,A0A1Q2TXR8_9SYNE,0.1140013103140518,0.025002439521523392,UniRef100_A0A1Q2TXR8/23-439_UniRef100_A0A1Q2TW55/3-273
5002,Barnesiella viscericola DSM 18177 TaxID=880074,W0ERE3_9BACT,W0EL00_9BACT,0.1139592317485949,0.024983853870740994,UniRef100_W0EL00/1-434_UniRef100_W0ERE3/1-305
5003,Halobacteriovorax sp. DA5 TaxID=2067553,A0A2S3QNX4_9PROT,A0A2S3QL69_9PROT,0.11395693058148026,0.024982837924662615,UniRef100_A0A2S3QL69/1-414_UniRef100_A0A2S3QNX4/1-290
5004,Halobacteriovorax sp. Y22 TaxID=2505978,A0A4Z0KXB4_9PROT,A0A4Z0KZC1_9PROT,0.11395693058148026,0.024982837924662615,UniRef100_A0A4Z0KZC1/1-414_UniRef100_A0A4Z0KXB4/1-289
5005,Oceanicaulis sp. HTCC2633 TaxID=314254,A3UEA2_9RHOB,A3UJ02_9RHOB,0.11393391145975329,0.02497267776852823,UniRef100_A3UJ02/1-419_UniRef100_A3UEA2/17-305
5006,Winogradskyella epiphytica TaxID=262005,A0A2V4YDY6_9FLAO,A0A2V4XQW6_9FLAO,0.11392367751977872,0.024968162236866612,UniRef100_A0A2V4XQW6/1-435_UniRef100_A0A2V4YDY6/9-312
5007,Thalassotalea euphylliae TaxID=1655234,A0A3E0U540_9GAMM,A0A3E0U1Q8_9GAMM,0.11390529613709077,0.024960054140288093,UniRef100_A0A3E0U1Q8/1-417_UniRef100_A0A3E0U540/1-299
5008,Bacteroidetes bacterium HGW-Bacteroidetes-21 TaxID=2013690,A0A2N2XU72_9BACT,A0A2N2XML7_9BACT,0.11387740049394779,0.024947755007177254,UniRef100_A0A2N2XML7/1-433_UniRef100_A0A2N2XU72/1-307
5009,Polaribacter atrinae TaxID=1333662,A0A176TEA9_9FLAO,A0A176SZB2_9FLAO,0.11377339738828596,0.02490196116717432,UniRef100_A0A176SZB2/1-434_UniRef100_A0A176TEA9/4-307
5010,Polaribacter sejongensis TaxID=985043,A0A2K8VQK7_9FLAO,A0A2K8VPX9_9FLAO,0.11377339738828596,0.02490196116717432,UniRef100_A0A2K8VPX9/1-434_UniRef100_A0A2K8VQK7/4-307
5011,Crocinitomicaceae bacterium TaxID=2026728,A0A2E4ELL3_9FLAO,A0A2E1LWQ2_9FLAO,0.11375003329885658,0.024891686873170695,UniRef100_A0A2E1LWQ2/1-435_UniRef100_A0A2E4ELL3/4-309
5012,Prevotella sp. CAG:5226 TaxID=1262930,R5ZYC3_9BACT,R6A0X6_9BACT,0.11371416674228385,0.024875924066005604,UniRef100_R6A0X6/1-434_UniRef100_R5ZYC3/1-308
5013,Desulfocarbo indianensis TaxID=1348163,A0A0K9I9B8_9DELT,A0A0K9IA26_9DELT,0.1136836095538456,0.024862503632484025,UniRef100_A0A0K9IA26/1-414_UniRef100_A0A0K9I9B8/4-286
5014,Pseudolabrys taiwanensis TaxID=331696,A0A346A316_9RHIZ,A0A345ZXE6_9RHIZ,0.11365760646003764,0.024851089822594846,UniRef100_A0A345ZXE6/1-427_UniRef100_A0A346A316/5-292
5015,Pararhodobacter sp. CIC4N-9 TaxID=2184063,A0A2U2CBI8_9RHOB,A0A2U2C9S5_9RHOB,0.1136521363769134,0.02484868954321387,UniRef100_A0A2U2C9S5/11-432_UniRef100_A0A2U2CBI8/2-290
5016,Rhizobium sp. Root1240 TaxID=1736437,A0A0Q6ZLR2_9RHIZ,A0A0Q7AA94_9RHIZ,0.11355505746178096,0.024806135180164127,UniRef100_A0A0Q7AA94/1-428_UniRef100_A0A0Q6ZLR2/9-298
5017,Fabibacter sp. 4D4 TaxID=1889784,A0A1E5SRY3_9BACT,A0A1E5SWK5_9BACT,0.11353283909556922,0.024796407501245694,UniRef100_A0A1E5SWK5/1-434_UniRef100_A0A1E5SRY3/4-306
5018,Rhodospirillales bacterium 70-18 TaxID=1895826,A0A1M3QCB1_9PROT,A0A1M3PQ27_9PROT,0.11348591581918299,0.024775877785447452,UniRef100_A0A1M3PQ27/1-418_UniRef100_A0A1M3QCB1/16-305
5019,Spirosoma radiotolerans TaxID=1379870,A0A0E3ZTV3_9BACT,A0A0E3ZS09_9BACT,0.11342258016520645,0.02474819814066135,UniRef100_A0A0E3ZS09/1-435_UniRef100_A0A0E3ZTV3/4-310
5020,Mucilaginibacter sp. HMF7856 TaxID=2682091,A0A6I4I214_9SPHI,A0A6I4I6B3_9SPHI,0.11340351220860612,0.02473987176683533,UniRef100_A0A6I4I6B3/4-435_UniRef100_A0A6I4I214/4-307
5021,Desulfovibrio sp. DS-1 TaxID=2497683,A0A4Q0MSM2_9DELT,A0A4Q0MKT8_9DELT,0.11330670354072936,0.024697647782326804,UniRef100_A0A4Q0MKT8/1-415_UniRef100_A0A4Q0MSM2/2-281
5022,Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637) TaxID=883,B8DLL8_DESVM,MURA_DESVM,0.11330670354072936,0.024697647782326804,UniRef100_B8DMV2/1-415_UniRef100_B8DLL8/2-281
5023,Erwinia billingiae (strain Eb661) TaxID=634500,D8MN50_ERWBE,D8MXJ9_ERWBE,0.11316324933432043,0.024635230106449243,UniRef100_D8MXJ9/1-416_UniRef100_D8MN50/1-299
5024,Devosia sp. 67-54 TaxID=1895754,A0A1Q3Z0F3_9RHIZ,A0A1Q3Z090_9RHIZ,0.11314225470414385,0.024626110348356677,UniRef100_A0A1Q3Z090/1-427_UniRef100_A0A1Q3Z0F3/7-298
5025,Cyanobium sp. MED195 TaxID=2024870,A0A2D7U7B3_9CYAN,A0A2D7U768_9CYAN,0.11311721638776362,0.024615239111599116,UniRef100_A0A2D7U768/16-429_UniRef100_A0A2D7U7B3/13-279
5026,Zunongwangia mangrovi TaxID=1334022,A0A1I1MBX4_9FLAO,A0A1I1L351_9FLAO,0.11305238892964553,0.02458711751477146,UniRef100_A0A1I1L351/1-436_UniRef100_A0A1I1MBX4/7-311
5027,Muricauda pacifica TaxID=1080225,A0A2T0MC49_9FLAO,A0A2T0MCI7_9FLAO,0.11305238892964553,0.02458711751477146,UniRef100_A0A2T0MCI7/1-435_UniRef100_A0A2T0MC49/5-307
5028,Zunongwangia atlantica 22II14-10F7 TaxID=1185767,A0A1Y1T0X2_9FLAO,A0A1Y1T1U5_9FLAO,0.11305238892964553,0.02458711751477146,UniRef100_A0A1Y1T1U5/1-436_UniRef100_A0A1Y1T0X2/7-310
5029,Pusillimonas sp. (strain T7-7) TaxID=1007105,F4GTU9_PUSST,F4GNJ6_PUSST,0.11300989851588383,0.024568705437200886,UniRef100_F4GNJ6/1-416_UniRef100_F4GTU9/1-302
5030,Pararhodobacter aggregans TaxID=404875,A0A2T7UV33_9RHOB,A0A2T7UKS2_9RHOB,0.1128301574208308,0.02449099342559193,UniRef100_A0A2T7UKS2/11-432_UniRef100_A0A2T7UV33/2-290
5031,Desulfonatronum sp. TaxID=1963255,A0A7C1HBH9_9DELT,A0A7C1DJR5_9DELT,0.11267981125274673,0.024426206002298327,UniRef100_A0A7C1DJR5/1-414_UniRef100_A0A7C1HBH9/3-280
5032,Porphyromonas sp. TaxID=1924944,A0A420YX94_9PORP,A0A420YX35_9PORP,0.1126507699227659,0.02441371403009583,UniRef100_A0A420YX35/1-436_UniRef100_A0A420YX94/1-306
5033,Burkholderia sp. Nafp2/4-1b TaxID=2116686,A0A495YPB8_9BURK,A0A495YM08_9BURK,0.11259383452124894,0.0243892447400832,UniRef100_A0A495YM08/30-444_UniRef100_A0A495YPB8/1-297
5034,Prolixibacter sp. SD074 TaxID=2652391,A0A5M4AR97_9BACT,A0A5M4AU41_9BACT,0.11251611117040738,0.024355886556804967,UniRef100_A0A5M4AU41/1-433_UniRef100_A0A5M4AR97/4-308
5035,Massilia sp. K1S02-61 TaxID=2320864,A0A418XA84_9BURK,A0A418X778_9BURK,0.11248334147967398,0.024341837710874614,UniRef100_A0A418X778/1-415_UniRef100_A0A418XA84/1-304
5036,Desulfurispirillum indicum (strain ATCC BAA-1389 / S5) TaxID=653733,E6W0Q2_DESIS,E6W6N2_DESIS,0.11247704719335161,0.024339140317965916,UniRef100_E6W6N2/1-416_UniRef100_E6W0Q2/4-276
5037,Hymenobacter persicinus TaxID=2025506,A0A4Q5LAN1_9BACT,A0A4Q5L7I0_9BACT,0.11242960258095991,0.024318819088310704,UniRef100_A0A4Q5L7I0/1-434_UniRef100_A0A4Q5LAN1/4-307
5038,Neorhizobium alkalisoli TaxID=528178,UPI000CF9F414,A0A561QSC2_9RHIZ,0.11238054392015329,0.02429782691444053,UniRef100_A0A561QSC2/1-428_UniRef100_UPI000CF9F414/9-296
5039,Rhizobium sp. CF080 TaxID=1144310,W6WH94_9RHIZ,W6WCH4_9RHIZ,0.11238054392015329,0.02429782691444053,UniRef100_W6WCH4/1-428_UniRef100_W6WH94/9-297
5040,Planctomycetes bacterium Pan189 TaxID=2527980,A0A517R6F7_9BACT,A0A517QZY2_9BACT,0.11228973558172584,0.02425902466731577,UniRef100_A0A517QZY2/1-419_UniRef100_A0A517R6F7/63-343
5041,Dysgonomonas gadei ATCC BAA-286 TaxID=742766,F5IUL9_9BACT,F5IVS1_9BACT,0.11218336915771943,0.02421366445784378,UniRef100_F5IVS1/1-433_UniRef100_F5IUL9/1-306
5042,Prochlorococcus marinus str. MIT 1342 TaxID=1801627,A0A163V2Q7_PROMR,A0A163VJ38_PROMR,0.11211664907023078,0.02418526097194516,UniRef100_A0A163VJ38/16-429_UniRef100_A0A163V2Q7/13-278
5043,Prochlorococcus marinus (strain MIT 9313) TaxID=74547,Q7V5X3_PROMM,MURA_PROMM,0.11211664907023078,0.02418526097194516,UniRef100_Q7V8L0/16-429_UniRef100_Q7V5X3/13-278
5044,Alphaproteobacteria bacterium TMED199 TaxID=1986632,A0A1Z9LVW1_9PROT,A0A1Z9LPE9_9PROT,0.11202633577477172,0.024146874206340593,UniRef100_A0A1Z9LPE9/11-423_UniRef100_A0A1Z9LVW1/14-296
5045,Salinivirga cyanobacteriivorans TaxID=1307839,A0A0S2I192_9BACT,A0A0S2I4M3_9BACT,0.11196472634037491,0.024120727669082635,UniRef100_A0A0S2I4M3/1-434_UniRef100_A0A0S2I192/4-306
5046,Veillonella montpellierensis DNF00314 TaxID=1401067,A0A096CPA3_9FIRM,A0A096AJ94_9FIRM,0.11192988383845659,0.024105955117969313,UniRef100_A0A096AJ94/1-418_UniRef100_A0A096CPA3/4-274
5047,Brachyspira hampsonii 30446 TaxID=1289135,A0A2U4F0L1_9SPIR,A0A2U4FKX7_9SPIR,0.11186380713479593,0.02407796824696619,UniRef100_A0A2U4FKX7/1-419_UniRef100_A0A2U4F0L1/152-427
5048,Urechidicola croceus TaxID=1850246,A0A1D8P4Y9_9FLAO,A0A1D8P540_9FLAO,0.111788412075839,0.02404607991282445,UniRef100_A0A1D8P540/1-435_UniRef100_A0A1D8P4Y9/4-306
5049,Formosa sp. TaxID=2018467,A0A2D4WVM7_9FLAO,A0A2E0I149_9FLAO,0.11170760203094687,0.02401195487854575,UniRef100_A0A2E0I149/1-435_UniRef100_A0A2D4WVM7/8-307
5050,Mucilaginibacter polytrichastri TaxID=1302689,A0A1Q6A4Z4_9SPHI,A0A1Q5ZUT2_9SPHI,0.111607677579741,0.023969834574728684,UniRef100_A0A1Q5ZUT2/4-438_UniRef100_A0A1Q6A4Z4/4-308
5051,Arcicella aurantiaca TaxID=591202,A0A316EI24_9BACT,A0A316EIC4_9BACT,0.11155928745574784,0.023949467446166044,UniRef100_A0A316EIC4/1-435_UniRef100_A0A316EI24/11-318
5052,Bradyrhizobiaceae bacterium PARB1 TaxID=2015576,A0A257KHZ6_9BRAD,A0A257KN67_9BRAD,0.11154340996290557,0.023942789009287313,UniRef100_A0A257KN67/1-427_UniRef100_A0A257KHZ6/5-292
5053,Burkholderiaceae bacterium PBA TaxID=795666,A0A4U8V573_9BURK,A0A4U8V8J3_9BURK,0.11152670881710947,0.023935766421801407,UniRef100_A0A4U8V8J3/1-415_UniRef100_A0A4U8V573/1-297
5054,Hyphomonadaceae bacterium G-192 TaxID=2609175,A0A5M6ZHN5_9RHOB,A0A5M6ZIM6_9RHOB,0.11150090565206483,0.023924921195817003,UniRef100_A0A5M6ZIM6/1-416_UniRef100_A0A5M6ZHN5/1-292
5055,Deltaproteobacteria bacterium RBG_16_44_11 TaxID=1797837,A0A1F9BAB2_9DELT,A0A1F9B9R7_9DELT,0.11149020178709179,0.023920423944871472,UniRef100_A0A1F9B9R7/1-414_UniRef100_A0A1F9BAB2/3-295
5056,Bacteroides sp. CAG:598 TaxID=1262743,R5C1R1_9BACE,R5C8K2_9BACE,0.11136766207346227,0.023869007414856123,UniRef100_R5C8K2/1-434_UniRef100_R5C1R1/1-307
5057,Rickettsia endosymbiont of Culicoides newsteadi TaxID=1961830,A0A261DCD1_9RICK,A0A261DCM2_9RICK,0.1113476540776901,0.023860624246509393,UniRef100_A0A261DCM2/1-419_UniRef100_A0A261DCD1/2-283
5058,Mangrovibacter phragmitis TaxID=1691903,A0A1B7L1J0_9ENTR,A0A1B7KZZ0_9ENTR,0.11129364906810224,0.023838013433847893,UniRef100_A0A1B7KZZ0/1-416_UniRef100_A0A1B7L1J0/1-289
5059,Bacteroidetes bacterium MED-G13 TaxID=1986264,A0A2A5XEG9_9BACT,A0A2A5XFX6_9BACT,0.11117971069324994,0.02379039001940929,UniRef100_A0A2A5XFX6/1-435_UniRef100_A0A2A5XEG9/8-309
5060,Synechococcus sp. CB0101 TaxID=232348,A0A4P7ZSG3_9SYNE,A0A4V1DI38_9SYNE,0.11116476538882125,0.023784151324735756,UniRef100_A0A4V1DI38/15-430_UniRef100_A0A4P7ZSG3/13-278
5061,Dialister succinatiphilus YIT 11850 TaxID=742743,H1D043_9FIRM,H1CYG9_9FIRM,0.11115439612331102,0.023779823928204984,UniRef100_H1CYG9/1-416_UniRef100_H1D043/4-272
5062,Candidatus Tokpelaia sp. TaxID=2233777,A0A5M8P9E8_9RHIZ,A0A5M8PA48_9RHIZ,0.11115335334761767,0.023779388797342402,UniRef100_A0A5M8PA48/1-428_UniRef100_A0A5M8P9E8/13-312
5063,Candidimonas sp. TaxID=1912597,A0A522PH12_9BURK,A0A522Q3Q1_9BURK,0.11114313476718962,0.023775125255741606,UniRef100_A0A522Q3Q1/1-416_UniRef100_A0A522PH12/1-302
5064,Psychromonas sp. CNPT3 TaxID=314282,M4U676_9GAMM,M4UN50_9GAMM,0.11110126145649701,0.023757663401551027,UniRef100_M4UN50/1-417_UniRef100_M4U676/1-301
5065,Flavobacteriales bacterium TMED191 TaxID=1986723,A0A424NUP9_9FLAO,A0A424NVA7_9FLAO,0.11107882100623101,0.02374831140143215,UniRef100_A0A424NVA7/1-433_UniRef100_A0A424NUP9/2-302
5066,Pedobacter hartonius TaxID=425514,A0A1H4FB40_9SPHI,A0A1H3WX36_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A1H3WX36/1-434_UniRef100_A0A1H4FB40/4-311
5067,Pedobacter metabolipauper TaxID=425513,A0A4R6SYK8_9SPHI,A0A4V3D0R5_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A4V3D0R5/1-434_UniRef100_A0A4R6SYK8/4-309
5068,Pedobacter caeni TaxID=288992,A0A1M5MH03_9SPHI,A0A1M5H6Z4_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A1M5H6Z4/1-434_UniRef100_A0A1M5MH03/4-311
5069,Pedobacter yulinensis TaxID=2126353,A0A2T3HRQ1_9SPHI,A0A2T3HHU7_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A2T3HHU7/1-434_UniRef100_A0A2T3HRQ1/4-310
5070,Pedobacter lusitanus TaxID=1503925,A0A0D0GIU2_9SPHI,A0A0D0GRZ2_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A0D0GRZ2/1-434_UniRef100_A0A0D0GIU2/4-311
5071,Pedobacter westerhofensis TaxID=425512,A0A521DW88_9SPHI,A0A521EZF6_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A521EZF6/1-434_UniRef100_A0A521DW88/4-311
5072,Pedobacter steynii TaxID=430522,A0A1H0E1V6_9SPHI,A0A1G9S0P9_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A1G9S0P9/1-434_UniRef100_A0A1H0E1V6/4-311
5073,Pedobacter sp. PACM 27299 TaxID=1727164,A0A0P0NB57_9SPHI,A0A0N7JFG4_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A0N7JFG4/1-434_UniRef100_A0A0P0NB57/4-310
5074,Pedobacter sp. KBW06 TaxID=2153359,A0A3N7CTT1_9SPHI,A0A3N7D3R5_9SPHI,0.11101459483325016,0.02372156855866879,UniRef100_A0A3N7D3R5/1-434_UniRef100_A0A3N7CTT1/4-311
5075,Hydrocarboniphaga daqingensis TaxID=490188,A0A1M5R7S5_9GAMM,A0A1M5R607_9GAMM,0.11096074016677449,0.023699170795101282,UniRef100_A0A1M5R607/1-417_UniRef100_A0A1M5R7S5/1-292
5076,Alistipes timonensis JC136 TaxID=1033731,A0A1H4FM12_9BACT,A0A1H4ANY9_9BACT,0.1108231745190551,0.02364206791776623,UniRef100_A0A1H4ANY9/1-434_UniRef100_A0A1H4FM12/4-302
5077,Bacteroidetes bacterium 37-13 TaxID=1895921,A0A1Q3PYK8_9BACT,A0A1Q3PTX3_9BACT,0.11082039488246664,0.023640915725665616,UniRef100_A0A1Q3PTX3/4-435_UniRef100_A0A1Q3PYK8/4-309
5078,Bacteroidetes bacterium 47-18 TaxID=1895926,A0A1Q3MXH0_9BACT,A0A1Q3N1A8_9BACT,0.11080613452941179,0.02363500565086253,UniRef100_A0A1Q3N1A8/1-434_UniRef100_A0A1Q3MXH0/5-308
5079,SAR116 cluster alpha proteobacterium HIMB100 TaxID=909943,G5ZZ47_9PROT,G6A1V8_9PROT,0.11072930382215418,0.023603192910902192,UniRef100_G6A1V8/1-417_UniRef100_G5ZZ47/9-291
5080,Porphyromonadaceae bacterium CG2_30_38_12 TaxID=1805325,A0A1J5H964_9PORP,A0A1J5HRR5_9PORP,0.1106814583617961,0.023583406623247517,UniRef100_A0A1J5HRR5/1-434_UniRef100_A0A1J5H964/1-306
5081,Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b TaxID=1797193,A0A1F2VP43_9BACT,A0A1F2VGI5_9BACT,0.11059417416981887,0.023547359454541332,UniRef100_A0A1F2VGI5/1-417_UniRef100_A0A1F2VP43/1031-1309
5082,Pedobacter sp. AR-2-6 TaxID=2571270,A0A4U1CAP8_9SPHI,A0A4U1C2G9_9SPHI,0.11049365396320354,0.02350592403040006,UniRef100_A0A4U1C2G9/1-434_UniRef100_A0A4U1CAP8/4-312
5083,Pedobacter nutrimenti TaxID=1241337,A0A318UHK5_9SPHI,A0A318UAY1_9SPHI,0.11049365396320354,0.02350592403040006,UniRef100_A0A318UAY1/1-434_UniRef100_A0A318UHK5/4-311
5084,Pedobacter duraquae TaxID=425511,A0A4R6IC85_9SPHI,A0A4V6PSG6_9SPHI,0.11049365396320354,0.02350592403040006,UniRef100_A0A4V6PSG6/1-434_UniRef100_A0A4R6IC85/4-311
5085,Candidatus Fischerbacteria bacterium RBG_13_37_8 TaxID=1817863,A0A1F5V4Q7_9BACT,A0A1F5VNJ6_9BACT,0.11041091757579125,0.023471881823658766,UniRef100_A0A1F5VNJ6/1-416_UniRef100_A0A1F5V4Q7/27-306
5086,Capnocytophaga sp. oral taxon 878 TaxID=1316596,A0A2S0L7I4_9FLAO,A0A2S0L7F6_9FLAO,0.11036515251907986,0.023453075835102283,UniRef100_A0A2S0L7F6/1-435_UniRef100_A0A2S0L7I4/1-306
5087,Chlamydia sp. S15-834C TaxID=1967783,A0A3B0PLJ5_9CHLA,A0A3B0QFK3_9CHLA,0.11016415635822341,0.023370685348756325,UniRef100_A0A3B0QFK3/1-435_UniRef100_A0A3B0PLJ5/5-276
5088,Prevotella sp. ICM33 TaxID=1161412,X6Q4K7_9BACT,X6Q3H5_9BACT,0.1101079861400649,0.023347719792441903,UniRef100_X6Q3H5/1-433_UniRef100_X6Q4K7/5-308
5089,Prevotella melaninogenica (strain ATCC 25845 / DSM 7089 / JCM 6325 / VPI 2381 / B282) TaxID=553174,D9RRZ9_PREMB,D9RTF3_PREMB,0.1101079861400649,0.023347719792441903,UniRef100_D9RTF3/1-433_UniRef100_D9RRZ9/5-308
5090,Prevotella melaninogenica DNF00666 TaxID=1401073,A0A096CH16_9BACT,A0A096AUV8_9BACT,0.1101079861400649,0.023347719792441903,UniRef100_A0A096AUV8/1-433_UniRef100_A0A096CH16/5-308
5091,Prevotella melaninogenica TaxID=28132,A0A250KIB0_9BACT,A0A250KFP5_9BACT,0.1101079861400649,0.023347719792441903,UniRef100_A0A250KFP5/1-433_UniRef100_A0A250KIB0/5-308
5092,Prevotella melaninogenica D18 TaxID=575612,D3I7U7_9BACT,D3I390_9BACT,0.1101079861400649,0.023347719792441903,UniRef100_D3I390/1-433_UniRef100_D3I7U7/5-308
5093,Paraburkholderia rhizosphaerae TaxID=480658,A0A4R8LRK5_9BURK,A0A4R8LBD6_9BURK,0.11009227600879967,0.023341301224157483,UniRef100_A0A4R8LBD6/1-417_UniRef100_A0A4R8LRK5/1-297
5094,Chlamydia sp. H15-1957-10C TaxID=1967782,A0A2R8FBR6_9CHLA,A0A2R8FB72_9CHLA,0.11001723726803903,0.023310671051053698,UniRef100_A0A2R8FB72/1-435_UniRef100_A0A2R8FBR6/5-279
5095,Prochlorococcus marinus (strain MIT 9301) TaxID=167546,A3PEH1_PROM0,MURA_PROM0,0.10999923991039395,0.023303331521387378,UniRef100_A3PED3/15-429_UniRef100_A3PEH1/13-277
5096,Paraburkholderia hospita TaxID=169430,UPI000DEEC66B,A0A1H6P3B0_9BURK,0.10993487411178648,0.02327710403276166,UniRef100_A0A1H6P3B0/1-415_UniRef100_UPI000DEEC66B/1-297
5097,Paraburkholderia diazotrophica TaxID=667676,A0A1H7BB58_9BURK,A0A1H7DNS0_9BURK,0.10993487411178648,0.02327710403276166,UniRef100_A0A1H7DNS0/1-415_UniRef100_A0A1H7BB58/1-297
5098,Paraburkholderia caribensis MBA4 TaxID=1323664,A0A0P0R7G7_9BURK,A0A0P0R6S0_9BURK,0.10993487411178648,0.02327710403276166,UniRef100_A0A0P0R6S0/35-449_UniRef100_A0A0P0R7G7/1-297
